Season;Game #;Unique ID;Date;Team;Opponent;Team G;Opp G;Win Loss;Points;Referee;Team S;Opp S;Team SOT;Opp SOT;Team Fouls;Opp Fouls;Team Corner;Opp Corner;Team Yellows;Opp Yellow;Team Red;Opp Red
1998-99;13;Bastia13;11/11/1998;Bastia;Sochaux;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;14;Bastia14;11/14/1998;Bastia;Monaco;3;1;Win;3;NA;;;;;;;;;;;;
1998-99;15;Bastia15;11/20/1998;Bastia;Lens;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;16;Bastia16;11/28/1998;Bastia;Lyon;4;1;Win;3;NA;;;;;;;;;;;;
1998-99;17;Bastia17;12/4/1998;Bastia;Nantes;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;18;Bastia18;12/12/1998;Bastia;Paris SG;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;19;Bastia19;12/15/1998;Bastia;Metz;0;4;Loss;0;NA;;;;;;;;;;;;
1998-99;20;Bastia20;12/19/1998;Bastia;Auxerre;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;21;Bastia21;1/16/1999;Bastia;Le Havre;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;22;Bastia22;1/29/1999;Bastia;Rennes;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;23;Bastia23;2/6/1999;Bastia;Marseille;1;3;Loss;0;NA;;;;;;;;;;;;
1998-99;24;Bastia24;2/13/1999;Bastia;Bordeaux;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;25;Bastia25;2/26/1999;Bastia;Toulouse;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;26;Bastia26;3/10/1999;Bastia;Strasbourg;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;27;Bastia27;3/19/1999;Bastia;Nancy;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;28;Bastia28;4/3/1999;Bastia;Lorient;1;3;Loss;0;NA;;;;;;;;;;;;
1998-99;29;Bastia29;4/13/1999;Bastia;Sochaux;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;30;Bastia30;4/24/1999;Bastia;Monaco;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;31;Bastia31;5/1/1999;Bastia;Lens;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;32;Bastia32;5/5/1999;Bastia;Lyon;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;33;Bastia33;5/22/1999;Bastia;Nantes;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;34;Bastia34;5/29/1999;Bastia;Montpellier;0;3;Loss;0;NA;;;;;;;;;;;;
1998-99;1;Bordeaux1;8/8/1998;Bordeaux;Paris SG;3;1;Win;3;NA;;;;;;;;;;;;
1998-99;2;Bordeaux2;8/15/1998;Bordeaux;Le Havre;3;2;Win;3;NA;;;;;;;;;;;;
1998-99;3;Bordeaux3;8/22/1998;Bordeaux;Auxerre;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;4;Bordeaux4;8/29/1998;Bordeaux;Metz;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;5;Bordeaux5;9/11/1998;Bordeaux;Montpellier;3;1;Win;3;NA;;;;;;;;;;;;
1998-99;6;Bordeaux6;9/20/1998;Bordeaux;Marseille;2;2;Draw;1;NA;;;;;;;;;;;;
1998-99;7;Bordeaux7;9/25/1998;Bordeaux;Rennes;4;0;Win;3;NA;;;;;;;;;;;;
1998-99;8;Bordeaux8;10/3/1998;Bordeaux;Bastia;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;9;Bordeaux9;10/17/1998;Bordeaux;Nantes;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;10;Bordeaux10;10/25/1998;Bordeaux;Nancy;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;11;Bordeaux11;10/30/1998;Bordeaux;Strasbourg;2;3;Loss;0;NA;;;;;;;;;;;;
1998-99;12;Bordeaux12;11/7/1998;Bordeaux;Toulouse;3;1;Win;3;NA;;;;;;;;;;;;
1998-99;13;Bordeaux13;11/11/1998;Bordeaux;Lorient;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;14;Bordeaux14;11/14/1998;Bordeaux;Sochaux;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;15;Bordeaux15;11/19/1998;Bordeaux;Monaco;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;16;Bordeaux16;11/29/1998;Bordeaux;Lens;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;17;Bordeaux17;12/3/1998;Bordeaux;Lyon;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;18;Bordeaux18;12/12/1998;Bordeaux;Le Havre;3;0;Win;3;NA;;;;;;;;;;;;
1998-99;19;Bordeaux19;12/15/1998;Bordeaux;Auxerre;1;3;Loss;0;NA;;;;;;;;;;;;
1998-99;20;Bordeaux20;12/19/1998;Bordeaux;Metz;6;0;Win;3;NA;;;;;;;;;;;;
1998-99;21;Bordeaux21;1/16/1999;Bordeaux;Montpellier;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;22;Bordeaux22;1/29/1999;Bordeaux;Marseille;4;1;Win;3;NA;;;;;;;;;;;;
1998-99;23;Bordeaux23;2/6/1999;Bordeaux;Rennes;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;24;Bordeaux24;2/13/1999;Bordeaux;Bastia;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;25;Bordeaux25;2/25/1999;Bordeaux;Nantes;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;26;Bordeaux26;3/9/1999;Bordeaux;Nancy;3;2;Win;3;NA;;;;;;;;;;;;
1998-99;27;Bordeaux27;3/20/1999;Bordeaux;Strasbourg;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;28;Bordeaux28;4/3/1999;Bordeaux;Toulouse;3;0;Win;3;NA;;;;;;;;;;;;
1998-99;29;Bordeaux29;4/14/1999;Bordeaux;Lorient;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;30;Bordeaux30;4/24/1999;Bordeaux;Sochaux;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;31;Bordeaux31;4/30/1999;Bordeaux;Monaco;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;32;Bordeaux32;5/4/1999;Bordeaux;Lens;4;2;Win;3;NA;;;;;;;;;;;;
1998-99;33;Bordeaux33;5/22/1999;Bordeaux;Lyon;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;34;Bordeaux34;5/29/1999;Bordeaux;Paris SG;3;2;Win;3;NA;;;;;;;;;;;;
1998-99;1;Le Havre1;8/7/1998;Le Havre;Metz;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;2;Le Havre2;8/15/1998;Le Havre;Bordeaux;2;3;Loss;0;NA;;;;;;;;;;;;
1998-99;3;Le Havre3;8/22/1998;Le Havre;Rennes;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;4;Le Havre4;8/29/1998;Le Havre;Marseille;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;5;Le Havre5;9/11/1998;Le Havre;Bastia;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;6;Le Havre6;9/19/1998;Le Havre;Strasbourg;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;7;Le Havre7;9/25/1998;Le Havre;Monaco;0;3;Loss;0;NA;;;;;;;;;;;;
1998-99;8;Le Havre8;10/3/1998;Le Havre;Sochaux;3;0;Win;3;NA;;;;;;;;;;;;
1998-99;9;Le Havre9;10/17/1998;Le Havre;Lorient;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;10;Le Havre10;10/24/1998;Le Havre;Toulouse;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;11;Le Havre11;10/29/1998;Le Havre;Lyon;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;12;Le Havre12;11/7/1998;Le Havre;Lens;3;1;Win;3;NA;;;;;;;;;;;;
1998-99;13;Le Havre13;11/10/1998;Le Havre;Nantes;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;14;Le Havre14;11/15/1998;Le Havre;Paris SG;0;4;Loss;0;NA;;;;;;;;;;;;
1998-99;15;Le Havre15;11/20/1998;Le Havre;Nancy;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;16;Le Havre16;11/28/1998;Le Havre;Auxerre;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;17;Le Havre17;12/4/1998;Le Havre;Montpellier;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;18;Le Havre18;12/12/1998;Le Havre;Bordeaux;0;3;Loss;0;NA;;;;;;;;;;;;
1998-99;19;Le Havre19;12/16/1998;Le Havre;Rennes;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;20;Le Havre20;12/19/1998;Le Havre;Marseille;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;21;Le Havre21;1/16/1999;Le Havre;Bastia;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;22;Le Havre22;1/30/1999;Le Havre;Strasbourg;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;23;Le Havre23;2/6/1999;Le Havre;Monaco;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;24;Le Havre24;2/26/1999;Le Havre;Lorient;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;25;Le Havre25;3/10/1999;Le Havre;Toulouse;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;26;Le Havre26;3/20/1999;Le Havre;Lyon;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;27;Le Havre27;4/3/1999;Le Havre;Lens;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;28;Le Havre28;4/14/1999;Le Havre;Nantes;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;29;Le Havre29;4/25/1999;Le Havre;Paris SG;0;3;Loss;0;NA;;;;;;;;;;;;
1998-99;30;Le Havre30;5/1/1999;Le Havre;Nancy;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;31;Le Havre31;5/5/1999;Le Havre;Auxerre;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;32;Le Havre32;5/14/1999;Le Havre;Sochaux;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;33;Le Havre33;5/22/1999;Le Havre;Montpellier;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;34;Le Havre34;5/29/1999;Le Havre;Metz;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;1;Lens1;8/8/1998;Lens;Toulouse;2;3;Loss;0;NA;;;;;;;;;;;;
1998-99;2;Lens2;8/14/1998;Lens;Lorient;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;3;Lens3;8/22/1998;Lens;Sochaux;4;0;Win;3;NA;;;;;;;;;;;;
1998-99;4;Lens4;8/29/1998;Lens;Nancy;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;5;Lens5;9/12/1998;Lens;Monaco;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;6;Lens6;9/19/1998;Lens;Lyon;1;3;Loss;0;NA;;;;;;;;;;;;
1998-99;7;Lens7;9/25/1998;Lens;Nantes;2;4;Loss;0;NA;;;;;;;;;;;;
1998-99;8;Lens8;10/4/1998;Lens;Paris SG;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;9;Lens9;10/17/1998;Lens;Auxerre;2;2;Draw;1;NA;;;;;;;;;;;;
1998-99;10;Lens10;10/25/1998;Lens;Montpellier;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;11;Lens11;10/30/1998;Lens;Metz;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;12;Lens12;11/7/1998;Lens;Le Havre;1;3;Loss;0;NA;;;;;;;;;;;;
1998-99;13;Lens13;11/11/1998;Lens;Rennes;3;1;Win;3;NA;;;;;;;;;;;;
1998-99;14;Lens14;11/14/1998;Lens;Marseille;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;15;Lens15;11/20/1998;Lens;Bastia;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;16;Lens16;11/29/1998;Lens;Bordeaux;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;17;Lens17;12/4/1998;Lens;Strasbourg;3;0;Win;3;NA;;;;;;;;;;;;
1998-99;18;Lens18;12/12/1998;Lens;Lorient;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;19;Lens19;12/16/1998;Lens;Sochaux;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;20;Lens20;12/19/1998;Lens;Nancy;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;21;Lens21;1/16/1999;Lens;Monaco;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;22;Lens22;1/30/1999;Lens;Lyon;0;3;Loss;0;NA;;;;;;;;;;;;
1998-99;23;Lens23;2/6/1999;Lens;Nantes;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;24;Lens24;2/13/1999;Lens;Paris SG;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;25;Lens25;2/26/1999;Lens;Auxerre;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;26;Lens26;3/10/1999;Lens;Montpellier;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;27;Lens27;3/20/1999;Lens;Metz;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;28;Lens28;4/3/1999;Lens;Le Havre;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;29;Lens29;4/13/1999;Lens;Rennes;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;30;Lens30;4/24/1999;Lens;Marseille;4;0;Win;3;NA;;;;;;;;;;;;
1998-99;31;Lens31;5/1/1999;Lens;Bastia;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;32;Lens32;5/4/1999;Lens;Bordeaux;2;4;Loss;0;NA;;;;;;;;;;;;
1998-99;33;Lens33;5/22/1999;Lens;Strasbourg;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;34;Lens34;5/29/1999;Lens;Toulouse;3;1;Win;3;NA;;;;;;;;;;;;
1998-99;1;Lorient1;8/7/1998;Lorient;Monaco;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;2;Lorient2;8/14/1998;Lorient;Lens;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;3;Lorient3;8/22/1998;Lorient;Lyon;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;4;Lorient4;8/29/1998;Lorient;Paris SG;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;5;Lorient5;9/12/1998;Lorient;Auxerre;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;6;Lorient6;9/19/1998;Lorient;Nantes;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;7;Lorient7;9/25/1998;Lorient;Metz;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;8;Lorient8;10/3/1998;Lorient;Montpellier;1;5;Loss;0;NA;;;;;;;;;;;;
1998-99;9;Lorient9;10/17/1998;Lorient;Le Havre;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;10;Lorient10;10/24/1998;Lorient;Rennes;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;11;Lorient11;10/29/1998;Lorient;Marseille;1;3;Loss;0;NA;;;;;;;;;;;;
1998-99;12;Lorient12;11/6/1998;Lorient;Bastia;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;13;Lorient13;11/11/1998;Lorient;Bordeaux;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;14;Lorient14;11/15/1998;Lorient;Strasbourg;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;15;Lorient15;11/20/1998;Lorient;Toulouse;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;16;Lorient16;11/28/1998;Lorient;Nancy;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;17;Lorient17;12/4/1998;Lorient;Sochaux;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;18;Lorient18;12/12/1998;Lorient;Lens;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;19;Lorient19;12/16/1998;Lorient;Lyon;2;2;Draw;1;NA;;;;;;;;;;;;
1998-99;20;Lorient20;12/19/1998;Lorient;Paris SG;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;21;Lorient21;1/16/1999;Lorient;Auxerre;0;5;Loss;0;NA;;;;;;;;;;;;
1998-99;22;Lorient22;1/30/1999;Lorient;Nantes;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;23;Lorient23;2/6/1999;Lorient;Metz;0;3;Loss;0;NA;;;;;;;;;;;;
1998-99;24;Lorient24;2/13/1999;Lorient;Montpellier;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;25;Lorient25;2/26/1999;Lorient;Le Havre;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;26;Lorient26;3/10/1999;Lorient;Rennes;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;27;Lorient27;3/20/1999;Lorient;Marseille;1;4;Loss;0;NA;;;;;;;;;;;;
1998-99;28;Lorient28;4/3/1999;Lorient;Bastia;3;1;Win;3;NA;;;;;;;;;;;;
1998-99;29;Lorient29;4/14/1999;Lorient;Bordeaux;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;30;Lorient30;4/24/1999;Lorient;Strasbourg;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;31;Lorient31;4/30/1999;Lorient;Toulouse;4;1;Win;3;NA;;;;;;;;;;;;
1998-99;32;Lorient32;5/5/1999;Lorient;Nancy;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;33;Lorient33;5/22/1999;Lorient;Sochaux;4;1;Win;3;NA;;;;;;;;;;;;
1998-99;34;Lorient34;5/29/1999;Lorient;Monaco;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;1;Lyon1;8/8/1998;Lyon;Strasbourg;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;2;Lyon2;8/14/1998;Lyon;Toulouse;6;1;Win;3;NA;;;;;;;;;;;;
1998-99;3;Lyon3;8/22/1998;Lyon;Lorient;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;4;Lyon4;8/29/1998;Lyon;Monaco;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;5;Lyon5;9/11/1998;Lyon;Sochaux;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;6;Lyon6;9/19/1998;Lyon;Lens;3;1;Win;3;NA;;;;;;;;;;;;
1998-99;7;Lyon7;9/25/1998;Lyon;Nancy;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;8;Lyon8;10/3/1998;Lyon;Nantes;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;9;Lyon9;10/17/1998;Lyon;Paris SG;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;10;Lyon10;10/24/1998;Lyon;Auxerre;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;11;Lyon11;10/29/1998;Lyon;Le Havre;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;12;Lyon12;11/7/1998;Lyon;Metz;2;3;Loss;0;NA;;;;;;;;;;;;
1998-99;13;Lyon13;11/11/1998;Lyon;Montpellier;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;14;Lyon14;11/14/1998;Lyon;Rennes;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;15;Lyon15;11/19/1998;Lyon;Marseille;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;16;Lyon16;11/28/1998;Lyon;Bastia;1;4;Loss;0;NA;;;;;;;;;;;;
1998-99;17;Lyon17;12/3/1998;Lyon;Bordeaux;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;18;Lyon18;12/12/1998;Lyon;Toulouse;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;19;Lyon19;12/16/1998;Lyon;Lorient;2;2;Draw;1;NA;;;;;;;;;;;;
1998-99;20;Lyon20;12/19/1998;Lyon;Monaco;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;21;Lyon21;1/30/1999;Lyon;Lens;3;0;Win;3;NA;;;;;;;;;;;;
1998-99;22;Lyon22;2/6/1999;Lyon;Nancy;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;23;Lyon23;2/13/1999;Lyon;Nantes;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;24;Lyon24;2/25/1999;Lyon;Paris SG;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;25;Lyon25;3/10/1999;Lyon;Auxerre;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;26;Lyon26;3/20/1999;Lyon;Le Havre;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;27;Lyon27;4/3/1999;Lyon;Metz;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;28;Lyon28;4/8/1999;Lyon;Sochaux;4;1;Win;3;NA;;;;;;;;;;;;
1998-99;29;Lyon29;4/14/1999;Lyon;Montpellier;3;1;Win;3;NA;;;;;;;;;;;;
1998-99;30;Lyon30;4/25/1999;Lyon;Rennes;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;31;Lyon31;4/30/1999;Lyon;Marseille;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;32;Lyon32;5/5/1999;Lyon;Bastia;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;33;Lyon33;5/22/1999;Lyon;Bordeaux;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;34;Lyon34;5/29/1999;Lyon;Strasbourg;3;2;Win;3;NA;;;;;;;;;;;;
1998-99;1;Marseille1;8/8/1998;Marseille;Nantes;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;2;Marseille2;8/15/1998;Marseille;Metz;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;3;Marseille3;8/22/1998;Marseille;Montpellier;5;4;Win;3;NA;;;;;;;;;;;;
1998-99;4;Marseille4;8/29/1998;Marseille;Le Havre;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;5;Marseille5;9/11/1998;Marseille;Rennes;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;6;Marseille6;9/20/1998;Marseille;Bordeaux;2;2;Draw;1;NA;;;;;;;;;;;;
1998-99;7;Marseille7;9/25/1998;Marseille;Bastia;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;8;Marseille8;10/3/1998;Marseille;Toulouse;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;9;Marseille9;10/17/1998;Marseille;Strasbourg;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;10;Marseille10;10/24/1998;Marseille;Sochaux;4;0;Win;3;NA;;;;;;;;;;;;
1998-99;11;Marseille11;10/29/1998;Marseille;Lorient;3;1;Win;3;NA;;;;;;;;;;;;
1998-99;12;Marseille12;11/6/1998;Marseille;Monaco;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;13;Marseille13;11/10/1998;Marseille;Nancy;3;2;Win;3;NA;;;;;;;;;;;;
1998-99;14;Marseille14;11/14/1998;Marseille;Lens;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;15;Marseille15;11/19/1998;Marseille;Lyon;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;16;Marseille16;11/29/1998;Marseille;Paris SG;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;17;Marseille17;12/3/1998;Marseille;Auxerre;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;18;Marseille18;12/12/1998;Marseille;Metz;3;0;Win;3;NA;;;;;;;;;;;;
1998-99;19;Marseille19;12/16/1998;Marseille;Montpellier;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;20;Marseille20;12/19/1998;Marseille;Le Havre;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;21;Marseille21;1/16/1999;Marseille;Rennes;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;22;Marseille22;1/29/1999;Marseille;Bordeaux;1;4;Loss;0;NA;;;;;;;;;;;;
1998-99;23;Marseille23;2/6/1999;Marseille;Bastia;3;1;Win;3;NA;;;;;;;;;;;;
1998-99;24;Marseille24;2/14/1999;Marseille;Toulouse;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;25;Marseille25;2/25/1999;Marseille;Strasbourg;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;26;Marseille26;3/9/1999;Marseille;Sochaux;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;27;Marseille27;3/20/1999;Marseille;Lorient;4;1;Win;3;NA;;;;;;;;;;;;
1998-99;28;Marseille28;4/2/1999;Marseille;Monaco;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;29;Marseille29;4/15/1999;Marseille;Nancy;4;0;Win;3;NA;;;;;;;;;;;;
1998-99;30;Marseille30;4/24/1999;Marseille;Lens;0;4;Loss;0;NA;;;;;;;;;;;;
1998-99;31;Marseille31;4/30/1999;Marseille;Lyon;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;32;Marseille32;5/4/1999;Marseille;Paris SG;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;33;Marseille33;5/22/1999;Marseille;Auxerre;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;34;Marseille34;5/29/1999;Marseille;Nantes;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;1;Metz1;8/7/1998;Metz;Le Havre;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;2;Metz2;8/15/1998;Metz;Marseille;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;3;Metz3;8/22/1998;Metz;Bastia;0;3;Loss;0;NA;;;;;;;;;;;;
1998-99;4;Metz4;8/29/1998;Metz;Bordeaux;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;5;Metz5;9/11/1998;Metz;Strasbourg;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;6;Metz6;9/19/1998;Metz;Toulouse;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;7;Metz7;9/25/1998;Metz;Lorient;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;8;Metz8;10/4/1998;Metz;Nancy;2;3;Loss;0;NA;;;;;;;;;;;;
1998-99;9;Metz9;10/17/1998;Metz;Sochaux;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;10;Metz10;10/24/1998;Metz;Monaco;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;11;Metz11;10/30/1998;Metz;Lens;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;12;Metz12;11/7/1998;Metz;Lyon;3;2;Win;3;NA;;;;;;;;;;;;
1998-99;13;Metz13;11/11/1998;Metz;Paris SG;2;2;Draw;1;NA;;;;;;;;;;;;
1998-99;14;Metz14;11/14/1998;Metz;Nantes;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;15;Metz15;11/20/1998;Metz;Auxerre;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;16;Metz16;11/28/1998;Metz;Montpellier;3;1;Win;3;NA;;;;;;;;;;;;
1998-99;17;Metz17;12/4/1998;Metz;Rennes;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;18;Metz18;12/12/1998;Metz;Marseille;0;3;Loss;0;NA;;;;;;;;;;;;
1998-99;19;Metz19;12/15/1998;Metz;Bastia;4;0;Win;3;NA;;;;;;;;;;;;
1998-99;20;Metz20;12/19/1998;Metz;Bordeaux;0;6;Loss;0;NA;;;;;;;;;;;;
1998-99;21;Metz21;1/17/1999;Metz;Strasbourg;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;22;Metz22;1/30/1999;Metz;Toulouse;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;23;Metz23;2/6/1999;Metz;Lorient;3;0;Win;3;NA;;;;;;;;;;;;
1998-99;24;Metz24;2/26/1999;Metz;Sochaux;1;1;Draw;1;NA;;;;;;;;;;;;
