Season;Game #;Unique ID;Date;Team;Opponent;Team G;Opp G;Win Loss;Points;Referee;Team S;Opp S;Team SOT;Opp SOT;Team Fouls;Opp Fouls;Team Corner;Opp Corner;Team Yellows;Opp Yellow;Team Red;Opp Red
2004-05;24;Paris SG24;1/30/2005;Paris SG;Monaco;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;25;Paris SG25;2/6/2005;Paris SG;Lens;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;26;Paris SG26;2/19/2005;Paris SG;Strasbourg;1;3;Loss;0;NA;;;;;;;;;;;;
2004-05;27;Paris SG27;2/26/2005;Paris SG;Bastia;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;28;Paris SG28;3/5/2005;Paris SG;Nantes;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;29;Paris SG29;3/12/2005;Paris SG;Ajaccio;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;30;Paris SG30;3/20/2005;Paris SG;Auxerre;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;31;Paris SG31;4/3/2005;Paris SG;Marseille;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;32;Paris SG32;4/9/2005;Paris SG;Bordeaux;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;33;Paris SG33;4/17/2005;Paris SG;Lyon;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;34;Paris SG34;4/22/2005;Paris SG;Nice;3;1;Win;3;NA;;;;;;;;;;;;
2004-05;35;Paris SG35;5/7/2005;Paris SG;Lille;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;36;Paris SG36;5/14/2005;Paris SG;Sochaux;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;37;Paris SG37;5/21/2005;Paris SG;Metz;2;3;Loss;0;NA;;;;;;;;;;;;
2004-05;38;Paris SG38;5/28/2005;Paris SG;Rennes;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;1;Rennes1;8/7/2004;Rennes;Paris SG;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;2;Rennes2;8/14/2004;Rennes;Auxerre;1;3;Loss;0;NA;;;;;;;;;;;;
2004-05;3;Rennes3;8/21/2004;Rennes;Nantes;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;4;Rennes4;8/28/2004;Rennes;Ajaccio;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;5;Rennes5;9/11/2004;Rennes;Lyon;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;6;Rennes6;9/18/2004;Rennes;Bordeaux;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;7;Rennes7;9/22/2004;Rennes;Marseille;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;8;Rennes8;9/25/2004;Rennes;Nice;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;9;Rennes9;10/3/2004;Rennes;Lille;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;10;Rennes10;10/16/2004;Rennes;Sochaux;0;3;Loss;0;NA;;;;;;;;;;;;
2004-05;11;Rennes11;10/23/2004;Rennes;Metz;3;1;Win;3;NA;;;;;;;;;;;;
2004-05;12;Rennes12;10/30/2004;Rennes;Caen;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;13;Rennes13;11/6/2004;Rennes;Bastia;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;14;Rennes14;11/13/2004;Rennes;Toulouse;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;15;Rennes15;11/20/2004;Rennes;St Etienne;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;16;Rennes16;11/27/2004;Rennes;Istres;3;1;Win;3;NA;;;;;;;;;;;;
2004-05;17;Rennes17;12/3/2004;Rennes;Monaco;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;18;Rennes18;12/11/2004;Rennes;Lens;3;1;Win;3;NA;;;;;;;;;;;;
2004-05;19;Rennes19;12/18/2004;Rennes;Strasbourg;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;20;Rennes20;1/12/2005;Rennes;Auxerre;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;21;Rennes21;1/15/2005;Rennes;Nantes;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;22;Rennes22;1/22/2005;Rennes;Ajaccio;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;23;Rennes23;1/26/2005;Rennes;Lyon;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;24;Rennes24;1/29/2005;Rennes;Bordeaux;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;25;Rennes25;2/5/2005;Rennes;Marseille;1;3;Loss;0;NA;;;;;;;;;;;;
2004-05;26;Rennes26;2/19/2005;Rennes;Nice;4;1;Win;3;NA;;;;;;;;;;;;
2004-05;27;Rennes27;2/27/2005;Rennes;Lille;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;28;Rennes28;3/5/2005;Rennes;Sochaux;3;0;Win;3;NA;;;;;;;;;;;;
2004-05;29;Rennes29;3/12/2005;Rennes;Metz;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;30;Rennes30;3/19/2005;Rennes;Caen;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;31;Rennes31;4/2/2005;Rennes;Bastia;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;32;Rennes32;4/9/2005;Rennes;Toulouse;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;33;Rennes33;4/16/2005;Rennes;St Etienne;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;34;Rennes34;4/23/2005;Rennes;Istres;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;35;Rennes35;5/7/2005;Rennes;Monaco;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;36;Rennes36;5/14/2005;Rennes;Lens;2;5;Loss;0;NA;;;;;;;;;;;;
2004-05;37;Rennes37;5/21/2005;Rennes;Strasbourg;4;0;Win;3;NA;;;;;;;;;;;;
2004-05;38;Rennes38;5/28/2005;Rennes;Paris SG;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;1;Sochaux1;8/7/2004;Sochaux;Ajaccio;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;2;Sochaux2;8/14/2004;Sochaux;Lyon;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;3;Sochaux3;8/21/2004;Sochaux;Auxerre;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;4;Sochaux4;8/28/2004;Sochaux;Bordeaux;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;5;Sochaux5;9/12/2004;Sochaux;Marseille;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;6;Sochaux6;9/19/2004;Sochaux;Nice;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;7;Sochaux7;9/22/2004;Sochaux;Lille;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;8;Sochaux8;9/25/2004;Sochaux;St Etienne;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;9;Sochaux9;10/3/2004;Sochaux;Metz;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;10;Sochaux10;10/16/2004;Sochaux;Rennes;3;0;Win;3;NA;;;;;;;;;;;;
2004-05;11;Sochaux11;10/24/2004;Sochaux;Bastia;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;12;Sochaux12;10/30/2004;Sochaux;Toulouse;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;13;Sochaux13;11/6/2004;Sochaux;Caen;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;14;Sochaux14;11/13/2004;Sochaux;Istres;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;15;Sochaux15;11/19/2004;Sochaux;Monaco;3;1;Win;3;NA;;;;;;;;;;;;
2004-05;16;Sochaux16;11/28/2004;Sochaux;Lens;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;17;Sochaux17;12/4/2004;Sochaux;Strasbourg;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;18;Sochaux18;12/12/2004;Sochaux;Paris SG;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;19;Sochaux19;12/19/2004;Sochaux;Nantes;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;20;Sochaux20;1/12/2005;Sochaux;Lyon;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;21;Sochaux21;1/15/2005;Sochaux;Auxerre;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;22;Sochaux22;1/22/2005;Sochaux;Bordeaux;4;0;Win;3;NA;;;;;;;;;;;;
2004-05;23;Sochaux23;1/25/2005;Sochaux;Marseille;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;24;Sochaux24;1/29/2005;Sochaux;Nice;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;25;Sochaux25;2/5/2005;Sochaux;Lille;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;26;Sochaux26;2/20/2005;Sochaux;St Etienne;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;27;Sochaux27;3/5/2005;Sochaux;Rennes;0;3;Loss;0;NA;;;;;;;;;;;;
2004-05;28;Sochaux28;3/12/2005;Sochaux;Bastia;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;29;Sochaux29;3/16/2005;Sochaux;Metz;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;30;Sochaux30;3/19/2005;Sochaux;Toulouse;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;31;Sochaux31;4/2/2005;Sochaux;Caen;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;32;Sochaux32;4/9/2005;Sochaux;Istres;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;33;Sochaux33;4/16/2005;Sochaux;Monaco;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;34;Sochaux34;4/23/2005;Sochaux;Lens;2;3;Loss;0;NA;;;;;;;;;;;;
2004-05;35;Sochaux35;5/7/2005;Sochaux;Strasbourg;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;36;Sochaux36;5/14/2005;Sochaux;Paris SG;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;37;Sochaux37;5/21/2005;Sochaux;Nantes;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;38;Sochaux38;5/28/2005;Sochaux;Ajaccio;1;3;Loss;0;NA;;;;;;;;;;;;
2004-05;1;St Etienne1;8/7/2004;St Etienne;Monaco;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;2;St Etienne2;8/14/2004;St Etienne;Lens;0;3;Loss;0;NA;;;;;;;;;;;;
2004-05;3;St Etienne3;8/21/2004;St Etienne;Strasbourg;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;4;St Etienne4;8/29/2004;St Etienne;Paris SG;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;5;St Etienne5;9/11/2004;St Etienne;Nantes;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;6;St Etienne6;9/18/2004;St Etienne;Ajaccio;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;7;St Etienne7;9/22/2004;St Etienne;Auxerre;3;1;Win;3;NA;;;;;;;;;;;;
2004-05;8;St Etienne8;9/25/2004;St Etienne;Sochaux;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;9;St Etienne9;10/3/2004;St Etienne;Lyon;2;3;Loss;0;NA;;;;;;;;;;;;
2004-05;10;St Etienne10;10/17/2004;St Etienne;Marseille;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;11;St Etienne11;10/23/2004;St Etienne;Bordeaux;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;12;St Etienne12;10/30/2004;St Etienne;Lille;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;13;St Etienne13;11/6/2004;St Etienne;Nice;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;14;St Etienne14;11/13/2004;St Etienne;Bastia;3;0;Win;3;NA;;;;;;;;;;;;
2004-05;15;St Etienne15;11/20/2004;St Etienne;Rennes;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;16;St Etienne16;11/27/2004;St Etienne;Metz;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;17;St Etienne17;12/4/2004;St Etienne;Toulouse;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;18;St Etienne18;12/11/2004;St Etienne;Caen;5;0;Win;3;NA;;;;;;;;;;;;
2004-05;19;St Etienne19;12/18/2004;St Etienne;Istres;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;20;St Etienne20;1/12/2005;St Etienne;Lens;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;21;St Etienne21;1/15/2005;St Etienne;Strasbourg;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;22;St Etienne22;1/22/2005;St Etienne;Paris SG;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;23;St Etienne23;1/26/2005;St Etienne;Nantes;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;24;St Etienne24;2/5/2005;St Etienne;Auxerre;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;25;St Etienne25;2/20/2005;St Etienne;Sochaux;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;26;St Etienne26;2/26/2005;St Etienne;Lyon;2;3;Loss;0;NA;;;;;;;;;;;;
2004-05;27;St Etienne27;3/6/2005;St Etienne;Marseille;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;28;St Etienne28;3/12/2005;St Etienne;Bordeaux;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;29;St Etienne29;3/16/2005;St Etienne;Ajaccio;3;0;Win;3;NA;;;;;;;;;;;;
2004-05;30;St Etienne30;3/20/2005;St Etienne;Lille;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;31;St Etienne31;4/2/2005;St Etienne;Nice;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;32;St Etienne32;4/9/2005;St Etienne;Bastia;3;0;Win;3;NA;;;;;;;;;;;;
2004-05;33;St Etienne33;4/16/2005;St Etienne;Rennes;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;34;St Etienne34;4/23/2005;St Etienne;Metz;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;35;St Etienne35;5/7/2005;St Etienne;Toulouse;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;36;St Etienne36;5/14/2005;St Etienne;Caen;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;37;St Etienne37;5/21/2005;St Etienne;Istres;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;38;St Etienne38;5/28/2005;St Etienne;Monaco;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;1;Strasbourg1;8/7/2004;Strasbourg;Bastia;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;2;Strasbourg2;8/14/2004;Strasbourg;Toulouse;1;4;Loss;0;NA;;;;;;;;;;;;
2004-05;3;Strasbourg3;8/21/2004;Strasbourg;St Etienne;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;4;Strasbourg4;8/28/2004;Strasbourg;Istres;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;5;Strasbourg5;9/11/2004;Strasbourg;Monaco;1;3;Loss;0;NA;;;;;;;;;;;;
2004-05;6;Strasbourg6;9/18/2004;Strasbourg;Lens;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;7;Strasbourg7;9/22/2004;Strasbourg;Caen;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;8;Strasbourg8;9/25/2004;Strasbourg;Paris SG;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;9;Strasbourg9;10/2/2004;Strasbourg;Nantes;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;10;Strasbourg10;10/16/2004;Strasbourg;Ajaccio;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;11;Strasbourg11;10/23/2004;Strasbourg;Nice;3;1;Win;3;NA;;;;;;;;;;;;
2004-05;12;Strasbourg12;10/30/2004;Strasbourg;Lyon;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;13;Strasbourg13;11/6/2004;Strasbourg;Bordeaux;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;14;Strasbourg14;11/13/2004;Strasbourg;Marseille;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;15;Strasbourg15;11/20/2004;Strasbourg;Auxerre;3;1;Win;3;NA;;;;;;;;;;;;
2004-05;16;Strasbourg16;11/28/2004;Strasbourg;Lille;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;17;Strasbourg17;12/4/2004;Strasbourg;Sochaux;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;18;Strasbourg18;12/11/2004;Strasbourg;Metz;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;19;Strasbourg19;12/18/2004;Strasbourg;Rennes;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;20;Strasbourg20;1/12/2005;Strasbourg;Toulouse;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;21;Strasbourg21;1/15/2005;Strasbourg;St Etienne;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;22;Strasbourg22;1/22/2005;Strasbourg;Istres;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;23;Strasbourg23;1/29/2005;Strasbourg;Lens;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;24;Strasbourg24;2/5/2005;Strasbourg;Caen;5;0;Win;3;NA;;;;;;;;;;;;
2004-05;25;Strasbourg25;2/19/2005;Strasbourg;Paris SG;3;1;Win;3;NA;;;;;;;;;;;;
2004-05;26;Strasbourg26;2/26/2005;Strasbourg;Nantes;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;27;Strasbourg27;3/5/2005;Strasbourg;Ajaccio;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;28;Strasbourg28;3/12/2005;Strasbourg;Nice;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;29;Strasbourg29;3/16/2005;Strasbourg;Monaco;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;30;Strasbourg30;3/19/2005;Strasbourg;Lyon;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;31;Strasbourg31;4/2/2005;Strasbourg;Bordeaux;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;32;Strasbourg32;4/9/2005;Strasbourg;Marseille;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;33;Strasbourg33;4/17/2005;Strasbourg;Auxerre;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;34;Strasbourg34;4/23/2005;Strasbourg;Lille;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;35;Strasbourg35;5/7/2005;Strasbourg;Sochaux;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;36;Strasbourg36;5/14/2005;Strasbourg;Metz;3;1;Win;3;NA;;;;;;;;;;;;
2004-05;37;Strasbourg37;5/21/2005;Strasbourg;Rennes;0;4;Loss;0;NA;;;;;;;;;;;;
2004-05;38;Strasbourg38;5/28/2005;Strasbourg;Bastia;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;1;Toulouse1;8/7/2004;Toulouse;Lens;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;2;Toulouse2;8/14/2004;Toulouse;Strasbourg;4;1;Win;3;NA;;;;;;;;;;;;
2004-05;3;Toulouse3;8/21/2004;Toulouse;Paris SG;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;4;Toulouse4;8/28/2004;Toulouse;Nantes;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;5;Toulouse5;9/11/2004;Toulouse;Ajaccio;3;1;Win;3;NA;;;;;;;;;;;;
2004-05;6;Toulouse6;9/18/2004;Toulouse;Marseille;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;7;Toulouse7;9/21/2004;Toulouse;Lyon;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;8;Toulouse8;9/25/2004;Toulouse;Bordeaux;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;9;Toulouse9;10/3/2004;Toulouse;Auxerre;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;10;Toulouse10;10/16/2004;Toulouse;Nice;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;11;Toulouse11;10/24/2004;Toulouse;Lille;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;12;Toulouse12;10/30/2004;Toulouse;Sochaux;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;13;Toulouse13;11/6/2004;Toulouse;Metz;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;14;Toulouse14;11/13/2004;Toulouse;Rennes;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;15;Toulouse15;11/20/2004;Toulouse;Bastia;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;16;Toulouse16;11/27/2004;Toulouse;Monaco;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;17;Toulouse17;12/4/2004;Toulouse;St Etienne;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;18;Toulouse18;12/11/2004;Toulouse;Istres;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;19;Toulouse19;12/18/2004;Toulouse;Caen;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;20;Toulouse20;1/12/2005;Toulouse;Strasbourg;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;21;Toulouse21;1/15/2005;Toulouse;Paris SG;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;22;Toulouse22;1/22/2005;Toulouse;Nantes;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;23;Toulouse23;1/26/2005;Toulouse;Ajaccio;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;24;Toulouse24;1/29/2005;Toulouse;Marseille;1;3;Loss;0;NA;;;;;;;;;;;;
2004-05;25;Toulouse25;2/5/2005;Toulouse;Lyon;0;4;Loss;0;NA;;;;;;;;;;;;
2004-05;26;Toulouse26;2/19/2005;Toulouse;Bordeaux;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;27;Toulouse27;3/5/2005;Toulouse;Nice;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;28;Toulouse28;3/13/2005;Toulouse;Lille;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;29;Toulouse29;3/19/2005;Toulouse;Sochaux;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;30;Toulouse30;4/2/2005;Toulouse;Metz;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;31;Toulouse31;4/9/2005;Toulouse;Rennes;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;32;Toulouse32;4/16/2005;Toulouse;Bastia;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;33;Toulouse33;4/23/2005;Toulouse;Monaco;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;34;Toulouse34;4/29/2005;Toulouse;Auxerre;2;3;Loss;0;NA;;;;;;;;;;;;
2004-05;35;Toulouse35;5/7/2005;Toulouse;St Etienne;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;36;Toulouse36;5/14/2005;Toulouse;Istres;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;37;Toulouse37;5/21/2005;Toulouse;Caen;2;3;Loss;0;NA;;;;;;;;;;;;
2004-05;38;Toulouse38;5/28/2005;Toulouse;Lens;0;1;Loss;0;NA;;;;;;;;;;;;
2005-06;1;Ajaccio1;7/30/2005;Ajaccio;St Etienne;0;0;Draw;1;NA;5;10;3;6;;;;;2;1;0;0
2005-06;2;Ajaccio2;8/6/2005;Ajaccio;Lille;3;3;Draw;1;NA;17;10;6;6;;;;;1;3;0;0
2005-06;3;Ajaccio3;8/13/2005;Ajaccio;Nantes;2;0;Win;3;NA;13;10;4;3;;;;;1;0;0;0
2005-06;4;Ajaccio4;8/20/2005;Ajaccio;Le Mans;0;0;Draw;1;NA;15;10;7;5;;;;;2;4;0;0
2005-06;5;Ajaccio5;8/27/2005;Ajaccio;Marseille;1;1;Draw;1;NA;8;15;6;6;;;;;1;2;0;0
2005-06;6;Ajaccio6;9/10/2005;Ajaccio;Nancy;1;0;Win;3;NA;6;10;2;0;;;;;3;5;0;0
2005-06;7;Ajaccio7;9/18/2005;Ajaccio;Auxerre;0;2;Loss;0;NA;3;8;0;7;;;;;3;0;0;0
2005-06;8;Ajaccio8;9/21/2005;Ajaccio;Strasbourg;0;0;Draw;1;NA;10;8;5;2;;;;;1;2;0;0
2005-06;9;Ajaccio9;9/24/2005;Ajaccio;Bordeaux;0;1;Loss;0;NA;7;10;3;3;;;;;4;2;0;0
2005-06;10;Ajaccio10;10/16/2005;Ajaccio;Lyon;2;3;Loss;0;NA;9;8;8;5;;;;;1;4;0;0
2005-06;11;Ajaccio11;10/23/2005;Ajaccio;Rennes;0;1;Loss;0;NA;10;5;4;2;;;;;1;3;0;0
2005-06;12;Ajaccio12;10/29/2005;Ajaccio;Monaco;0;3;Loss;0;NA;6;9;4;7;;;;;2;3;0;0
2005-06;13;Ajaccio13;11/5/2005;Ajaccio;Metz;0;2;Loss;0;NA;11;12;1;4;;;;;2;1;0;1
2005-06;14;Ajaccio14;11/11/2005;Ajaccio;Lens;0;0;Draw;1;NA;10;5;4;3;;;;;1;1;0;0
2005-06;15;Ajaccio15;11/19/2005;Ajaccio;Sochaux;0;1;Loss;0;NA;13;7;3;4;;;;;1;4;0;0
2005-06;16;Ajaccio16;11/26/2005;Ajaccio;Toulouse;0;3;Loss;0;NA;12;8;6;4;;;;;4;1;0;0
2005-06;17;Ajaccio17;12/3/2005;Ajaccio;Troyes;0;1;Loss;0;NA;13;13;2;6;;;;;0;1;0;0
2005-06;18;Ajaccio18;12/10/2005;Ajaccio;Nice;0;1;Loss;0;NA;6;8;3;2;;;;;4;3;0;0
2005-06;19;Ajaccio19;12/17/2005;Ajaccio;Paris SG;1;1;Draw;1;NA;4;5;3;1;;;;;0;1;0;0
2005-06;20;Ajaccio20;1/4/2006;Ajaccio;Lille;0;2;Loss;0;NA;7;9;2;3;;;;;1;4;0;0
2005-06;21;Ajaccio21;1/11/2006;Ajaccio;Nantes;0;2;Loss;0;NA;13;4;5;3;;;;;3;1;0;0
2005-06;22;Ajaccio22;1/14/2006;Ajaccio;Le Mans;0;1;Loss;0;NA;6;6;2;1;;;;;1;2;0;0
2005-06;23;Ajaccio23;1/21/2006;Ajaccio;Marseille;3;1;Win;3;NA;17;7;5;4;;;;;1;3;0;0
2005-06;24;Ajaccio24;1/28/2006;Ajaccio;Nancy;0;0;Draw;1;NA;7;10;2;6;;;;;4;3;0;0
2005-06;25;Ajaccio25;2/4/2006;Ajaccio;Auxerre;1;0;Win;3;NA;5;3;2;1;;;;;1;2;0;0
2005-06;26;Ajaccio26;2/11/2006;Ajaccio;Strasbourg;2;2;Draw;1;NA;6;6;3;3;;;;;1;1;0;0
2005-06;27;Ajaccio27;2/18/2006;Ajaccio;Bordeaux;0;2;Loss;0;NA;8;9;2;5;;;;;0;0;0;0
2005-06;28;Ajaccio28;2/26/2006;Ajaccio;Lens;0;1;Loss;0;NA;3;5;2;3;;;;;3;2;0;0
2005-06;29;Ajaccio29;3/4/2006;Ajaccio;Lyon;1;3;Loss;0;NA;5;8;3;4;;;;;1;3;0;0
2005-06;30;Ajaccio30;3/11/2006;Ajaccio;Rennes;0;3;Loss;0;NA;8;19;1;13;;;;;4;2;0;0
2005-06;31;Ajaccio31;3/18/2006;Ajaccio;Monaco;1;0;Win;3;NA;10;12;2;2;;;;;2;1;0;0
2005-06;32;Ajaccio32;3/25/2006;Ajaccio;Metz;0;1;Loss;0;NA;15;9;3;3;;;;;0;1;0;0
2005-06;33;Ajaccio33;4/1/2006;Ajaccio;Sochaux;1;3;Loss;0;NA;8;9;3;7;;;;;2;1;0;0
